,Date,Store Number,City,Zip Code,County Number,County,Category,Category Name,Vendor Number,Item Number,Item Description,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
227780,10/26/2015,2643,WATERLOO,50701,7.0,Black Hawk,1012210.0,SINGLE MALT SCOTCH,370,5061,Glenlivet 15 Year French Oak,750,$29.98,$44.97,2,$89.94,1.5,0.4
246364,10/19/2015,3805,DAVENPORT,52084,82.0,Scott,1081600.0,WHISKEY LIQUEUR,421,64863,Fireball Cinnamon Whiskey,200,$3.33,$5.00,48,$240.00,9.6,2.54
255745,01/14/2016,2587,JOHNSTON,50131,77.0,Polk,1031080.0,VODKA 80 PROOF,301,38176,Titos Vodka,750,$9.65,$14.48,24,$347.52,18.0,4.76
101530,07/27/2015,2653,WASHINGTON,52353,92.0,Washington,1022100.0,TEQUILA,205,87643,Familia Camarena Silver,750,$10.00,$15.00,2,$30.00,1.5,0.4
112658,12/09/2015,5003,DAVENPORT,52804,82.0,Scott,1081600.0,WHISKEY LIQUEUR,421,64868,Fireball Cinnamon Whiskey,1750,$15.33,$23.00,6,$138.00,10.5,2.77
27381,03/05/2015,2616,CLINTON,52732,23.0,Clinton,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,420,65127,Grand Marnier Cordon Rouge,1000,$25.55,$38.33,2,$76.66,2.0,0.53
186112,11/10/2015,5124,JOHNSTON,50131,77.0,Polk,1031200.0,VODKA FLAVORED,255,40157,Seagram's Peach Flavored Vodka,750,$5.38,$8.07,12,$96.84,9.0,2.38
117347,04/23/2015,4881,COON RAPIDS,50058,14.0,Carroll,1012100.0,CANADIAN WHISKIES,115,11788,Black Velvet,1750,$10.45,$15.68,6,$94.08,10.5,2.77
182374,09/28/2015,3549,FORT MADISON,52627,56.0,Lee,1032080.0,IMPORTED VODKA,35,34421,Grey Goose Vodka Mini,600,$20.00,$30.00,1,$30.00,0.6,0.16
166718,09/01/2015,4769,ELMA,50628,45.0,Howard,1062300.0,FLAVORED RUM,35,43137,Bacardi Limon,1000,$9.50,$14.25,12,$171.00,12.0,3.17
213632,03/04/2015,4998,LAKE CITY,51449,13.0,Calhoun,1031080.0,VODKA 80 PROOF,434,36308,Hawkeye Vodka,1750,$7.17,$10.76,6,$64.56,10.5,2.77
186099,01/11/2016,2590,CEDAR RAPIDS,52402,57.0,Linn,1051140.0,PEACH BRANDIES,115,56195,Paul Masson Peach Grande Amber Brandy,375,$3.22,$4.83,3,$14.49,1.12,0.3
13484,06/18/2015,4725,ANKENY,50023,77.0,Polk,1012100.0,CANADIAN WHISKIES,115,11771,Black Velvet Mini,600,$6.80,$10.20,3,$30.60,1.8,0.48
151966,01/27/2016,4157,NORTH LIBERTY,52317,52.0,Johnson,1031080.0,VODKA 80 PROOF,301,38176,Titos Vodka,750,$9.65,$14.48,12,$173.76,9.0,2.38
262572,07/22/2015,2513,IOWA CITY,52240,52.0,Johnson,1031200.0,VODKA FLAVORED,205,40313,New Amsterdam Peach,1750,$13.32,$19.98,6,$119.88,10.5,2.77
169032,02/15/2016,4498,WINTHROP,50682,10.0,Buchanan,1081300.0,PEPPERMINT SCHNAPPS,434,81206,Paramount Peppermint Schnapps,750,$3.75,$5.63,3,$16.89,2.25,0.59
149066,01/07/2015,2642,PELLA,50219,63.0,Marion,1081400.0,TRIPLE SEC,434,86506,Paramount Triple Sec,750,$3.42,$5.13,12,$61.56,9.0,2.38
218532,03/15/2016,4709,AMES,50010,85.0,Story,1012100.0,CANADIAN WHISKIES,65,15248,Windsor Canadian Pet,1750,$9.45,$14.18,6,$85.08,10.5,2.77
162472,08/04/2015,3621,SHELDON,51201,71.0,O'Brien,1081340.0,ROOT BEER SCHNAPPS,380,903881,Phillips Rootbeer Schnapps,1750,$9.27,$13.91,12,$166.92,21.0,5.55
939,10/15/2015,5011,WILLIAMSBURG,52361,48.0,Iowa,1051010.0,AMERICAN GRAPE BRANDIES,205,52596,E & J Vs,750,$5.92,$8.88,4,$35.52,3.0,0.79
8657,12/09/2015,3819,DECORAH,52101,96.0,Winneshiek,1012210.0,SINGLE MALT SCOTCH,260,5430,Lagavulin 16yr Single Malt Scotch,750,$49.99,$74.99,1,$74.99,0.75,0.2
72046,10/06/2015,3963,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192,65256,Jagermeister Liqueur,750,$12.05,$18.08,12,$216.96,9.0,2.38
135251,05/18/2015,2512,IOWA CITY,52240,52.0,Johnson,1062310.0,SPICED RUM,260,43333,Captain Morgan Spiced Rum Pet,200,$2.13,$3.20,24,$76.80,4.8,1.27
20637,03/04/2015,4481,IOWA CITY,52240,52.0,Johnson,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,260,43328,Captain Morgan White,750,$9.00,$13.50,3,$40.50,2.25,0.59
84950,12/22/2015,3820,SIOUX CITY,51103,97.0,Woodbury,1031080.0,VODKA 80 PROOF,154,36447,Ingenioz,750,$12.54,$18.81,5,$94.05,3.75,0.99
69830,09/21/2015,2569,CEDAR RAPIDS,52402,57.0,Linn,1071100.0,AMERICAN COCKTAILS,55,57125,Chi-Chi's Gold Margarita,1750,$6.50,$9.75,6,$58.50,10.5,2.77
265187,05/04/2015,2560,MARION,52302,57.0,Linn,1081315.0,CINNAMON SCHNAPPS,421,82956,Firewater Cinnamon Schnapps,750,$8.84,$13.51,6,$81.06,4.5,1.19
17538,03/15/2016,4317,GREENFIELD,50849,1.0,Adair,1031200.0,VODKA FLAVORED,380,41693,Uv Blue (raspberry) Vodka,750,$6.50,$9.75,3,$29.25,2.25,0.59
9615,01/19/2016,4318,RED OAK,51566,69.0,Montgomery,1011300.0,TENNESSEE WHISKIES,85,26827,Jack Daniels Old #7 Black Lbl,1000,$18.38,$27.57,3,$82.71,3.0,0.79
213174,06/16/2015,4450,URBANDALE,50323,77.0,Polk,1062310.0,SPICED RUM,260,43334,Captain Morgan Spiced Rum,375,$5.00,$7.50,4,$30.00,1.5,0.4
25410,11/18/2015,4844,IOWA CITY,52240,52.0,Johnson,1701100.0,DECANTERS & SPECIALTY PACKAGES,305,4114,Rumchata Iced Coffee Pack,750,$12.50,$18.75,2,$37.50,1.5,0.4
108362,08/25/2015,4209,GRIMES,50111,77.0,Polk,1012200.0,SCOTCH WHISKIES,260,10008,Scoresby Rare Scotch,1750,$10.50,$15.75,6,$94.50,10.5,2.77
88471,08/26/2015,3773,CEDAR RAPIDS,52401,57.0,Linn,1031080.0,VODKA 80 PROOF,301,38174,Titos Handmade Vodka,375,$5.42,$8.13,3,$24.39,1.12,0.3
83501,05/18/2015,4867,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1031080.0,VODKA 80 PROOF,205,36968,New Amsterdam Vodka,375,$3.50,$5.25,24,$126.00,9.0,2.38
228016,02/17/2015,2508,CEDAR RAPIDS,52405,57.0,Linn,1062050.0,BARBADOS RUM,305,42204,Blue Chair Bay Banana,750,$9.42,$14.13,6,$84.78,4.5,1.19
177603,06/09/2015,3390,MILFORD,51351,30.0,Dickinson,1081500.0,ROCK & RYE,121,74740,Slow and Low,750,$10.50,$15.75,2,$31.50,1.5,0.4
12967,01/21/2015,3986,SIOUX CITY,51101,97.0,Woodbury,1081305.0,APPLE SCHNAPPS,65,82604,Dekuyper Sour Apple Pucker,375,$3.07,$4.61,1,$4.61,0.38,0.1
175313,07/15/2015,4073,FOREST CITY,50436,95.0,Winnebago,1031200.0,VODKA FLAVORED,260,77880,Smirnoff Sours Watermelon,750,$8.25,$12.38,2,$24.76,1.5,0.4
154201,11/02/2015,3563,MUSCATINE,52761,70.0,Muscatine,1062310.0,SPICED RUM,240,45888,Sailor Jerry Spiced Navy Rum,1750,$19.25,$28.88,6,$173.28,10.5,2.77
48664,02/04/2015,2536,PLEASANT HILL,50317,77.0,Polk,1022100.0,TEQUILA,395,87408,Jose Cuervo Especial Silver,750,$10.49,$15.74,12,$188.88,9.0,2.38
66201,03/04/2015,4821,OSKALOOSA,52577,62.0,Mahaska,1062310.0,SPICED RUM,260,43244,Captain Morgan 100 Proof Spiced Rum,750,$10.00,$15.00,12,$180.00,9.0,2.38
18733,01/26/2015,4995,HARLAN,51537,83.0,Shelby,1012100.0,CANADIAN WHISKIES,115,11771,Black Velvet Mini,600,$6.80,$10.20,10,$102.00,6.0,1.59
44496,10/27/2015,2666,ANKENY,50023,77.0,Polk,1062310.0,SPICED RUM,395,46504,Kraken Black Spiced Rum,750,$10.00,$15.00,3,$45.00,2.25,0.59
154335,10/13/2015,4585,FARLEY,52046,31.0,Dubuque,1031080.0,VODKA 80 PROOF,434,36308,Hawkeye Vodka,1750,$7.17,$10.76,18,$193.68,31.5,8.32
32224,11/30/2015,4562,MECHANICSVILLE,52306,16.0,Cedar,1011300.0,TENNESSEE WHISKIES,85,26820,Jack Daniels Old #7 Black Lbl Flat,375,$7.00,$10.50,24,$252.00,9.0,2.38
227599,09/04/2015,3790,MT PLEASANT,52641,44.0,Henry,1051010.0,AMERICAN GRAPE BRANDIES,259,52316,Christian Bros Brandy,750,$5.92,$8.88,12,$106.56,9.0,2.38
2974,07/20/2015,3805,DAVENPORT,52084,82.0,Scott,1032200.0,IMPORTED VODKA - MISC,260,64759,Ciroc Red Berry,200,$5.00,$7.50,24,$180.00,4.8,1.27
266617,03/19/2015,2190,DES MOINES,50314,77.0,Polk,1031080.0,VODKA 80 PROOF,55,35318,Barton Vodka,1750,$6.92,$10.38,6,$62.28,10.5,2.77
228633,11/05/2015,4988,CEDAR FALLS,50613,7.0,Black Hawk,1032200.0,IMPORTED VODKA - MISC,395,35964,Three Olives Loopy Flavored Vodka,750,$9.96,$14.94,1,$14.94,0.75,0.2
73605,01/07/2016,3731,DAVENPORT,52807,82.0,Scott,1031200.0,VODKA FLAVORED,205,40599,New Amsterdam Red Berry,750,$6.90,$10.35,12,$124.20,9.0,2.38
63313,01/05/2015,3773,CEDAR RAPIDS,52401,57.0,Linn,1081390.0,IMPORTED SCHNAPPS,260,69947,Rumple Minze Peppermint Schnapps Liqueur,1000,$15.75,$23.63,12,$283.56,12.0,3.17
189854,01/20/2016,4762,FORT ATKINSON,52144,96.0,Winneshiek,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192,65257,Jagermeister Liqueur,1000,$15.54,$23.31,3,$69.93,3.0,0.79
240603,10/19/2015,4164,BETTENDORF,52722,82.0,Scott,1051140.0,PEACH BRANDIES,115,56195,Paul Masson Peach Grande Amber Brandy,375,$3.22,$4.83,3,$14.49,1.12,0.3
215685,01/12/2015,3400,DES MOINES,50317,77.0,Polk,1031080.0,VODKA 80 PROOF,300,36901,McCormick Vodka Mini,500,$4.67,$7.01,6,$42.06,3.0,0.79
84858,02/22/2016,4622,DES MOINES,50320,77.0,Polk,1031100.0,100 PROOF VODKA,55,35313,Barton Vodka,200,$1.13,$1.70,48,$81.60,9.6,2.54
255353,02/02/2016,4297,CEDAR RAPIDS,52402,57.0,Linn,1011100.0,BLENDED WHISKIES,297,23828,Five Star,1750,$7.46,$11.19,6,$67.14,10.5,2.77
183093,06/09/2015,3700,AVOCA,51521,78.0,Pottawattamie,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192,65254,Jagermeister Liqueur,375,$6.52,$9.78,2,$19.56,0.75,0.2
103611,12/07/2015,2191,KEOKUK,52632,56.0,Lee,1062310.0,SPICED RUM,260,43244,Captain Morgan 100 Proof Spiced Rum,750,$10.24,$15.36,3,$46.08,2.25,0.59
18260,01/11/2016,4019,MANCHESTER,52057,28.0,Delaware,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,43038,Bacardi Gold Rum,1750,$15.00,$22.50,6,$135.00,10.5,2.77
191984,07/21/2015,4102,AMES,50010,85.0,Story,1062300.0,FLAVORED RUM,370,42699,Malibu Mango Rum,750,$7.49,$11.24,6,$67.44,4.5,1.19
46182,12/01/2015,4285,NEW HAMPTON,50659,19.0,Chickasaw,1011200.0,STRAIGHT BOURBON WHISKIES,65,19476,Maker's Mark,750,$16.79,$25.19,6,$151.14,4.5,1.19
36217,04/15/2015,2596,OTTUMWA,52501,90.0,Wapello,1011300.0,TENNESSEE WHISKIES,85,86692,Jack Daniel's Tennessee Fire,750,$14.53,$21.80,12,$261.60,9.0,2.38
204330,11/02/2015,4296,KEOSAUQUA,52565,89.0,Van Buren,1022100.0,TEQUILA,395,87510,1800 Silver Tequila,750,$15.46,$23.19,3,$69.57,2.25,0.59
218007,09/16/2015,3773,CEDAR RAPIDS,52401,57.0,Linn,1032080.0,IMPORTED VODKA,370,34007,Absolut Swedish Vodka 80 Prf,1000,$14.99,$22.49,48,$1079.52,48.0,12.68
174826,06/02/2015,4106,DUBUQUE,52002,31.0,Dubuque,1071100.0,AMERICAN COCKTAILS,55,57157,Chi-Chi's Pina Colada W/rum,1750,$6.00,$9.25,1,$9.25,1.75,0.46
113633,10/05/2015,5098,DES MOINES,50311,77.0,Polk,1031080.0,VODKA 80 PROOF,421,36974,Nikolai Vodka,375,$1.71,$2.57,24,$61.68,9.0,2.38
120321,01/28/2015,4046,CENTERVILLE,52544,4.0,Appanoose,1081365.0,TROPICAL FRUIT SCHNAPPS,421,83907,Maui Blue Hawaiian Schnapps,1000,$4.54,$6.81,1,$6.81,1.0,0.26
240597,07/06/2015,2647,CEDAR RAPIDS,52411,57.0,Linn,1031200.0,VODKA FLAVORED,205,40297,New Amsterdam Citron,750,$6.90,$10.35,3,$31.05,2.25,0.59
216686,10/29/2015,2626,DES MOINES,50311,77.0,Polk,1032080.0,IMPORTED VODKA,370,34003,Absolut Swedish Vodka 80 Prf,200,$3.99,$5.99,6,$35.94,1.2,0.32
125916,11/16/2015,5001,INDEPENDENCE,50644,10.0,Buchanan,1012300.0,IRISH WHISKIES,370,15626,Jameson,750,$14.99,$22.49,3,$67.47,2.25,0.59
133804,02/29/2016,4673,WEST POINT,52656,56.0,Lee,1031080.0,VODKA 80 PROOF,434,36308,Hawkeye Vodka,1750,$7.17,$10.76,12,$129.12,21.0,5.55
101878,08/27/2015,3712,MONTEZUMA,50171,79.0,Poweshiek,1031080.0,VODKA 80 PROOF,297,35926,Five O'clock PET Vodka,750,$3.37,$5.06,12,$60.72,9.0,2.38
7831,05/20/2015,3842,BANCROFT,50517,55.0,Kossuth,1012200.0,SCOTCH WHISKIES,370,4718,Chivas Regal 12 Yr,1750,$36.83,$55.25,2,$110.50,3.5,0.92
8805,02/18/2015,2637,DAVENPORT,52804,82.0,Scott,1032200.0,IMPORTED VODKA - MISC,260,64762,Ciroc Red Berry,375,$9.25,$13.88,4,$55.52,1.5,0.4
44658,11/21/2015,2644,FORT DODGE,50501,94.0,Webster,1022100.0,TEQUILA,260,87485,Don Julio Blanco Tequila,750,$26.99,$40.49,6,$242.94,4.5,1.19
181518,12/23/2015,4829,DES MOINES,50314,77.0,Polk,1041100.0,AMERICAN DRY GINS,55,29287,Barton Gin,1000,$3.92,$5.88,24,$141.12,24.0,6.34
211527,11/20/2015,5173,AUDUBON,50025,5.0,Audubon,1011100.0,BLENDED WHISKIES,65,24458,Kessler Blend Whiskey,1750,$11.02,$16.53,4,$66.12,7.0,1.85
23220,08/04/2015,4489,CEDAR RAPIDS,52405,57.0,Linn,1031080.0,VODKA 80 PROOF,434,36306,Hawkeye Vodka,750,$3.34,$5.01,24,$120.24,18.0,4.76
139656,09/04/2015,2569,CEDAR RAPIDS,52402,57.0,Linn,1081390.0,IMPORTED SCHNAPPS,260,65066,Goldschlager Cinnamon Schnapps,750,$13.00,$19.50,2,$39.00,1.5,0.4
239000,11/24/2015,2633,DES MOINES,50320,77.0,Polk,1052010.0,IMPORTED GRAPE BRANDIES,420,48106,Hennessy Vs Cognac,750,$18.99,$28.49,60,$1709.40,45.0,11.89
151773,10/06/2015,3629,COUNCIL BLUFFS,51503,78.0,Pottawattamie,1031100.0,100 PROOF VODKA,300,36908,Mccormick Vodka Pet,1750,$7.47,$11.21,6,$67.26,10.5,2.77
113984,06/08/2015,3907,MUSCATINE,52761,70.0,Muscatine,1081600.0,WHISKEY LIQUEUR,85,86884,Southern Comfort,375,$4.78,$7.17,4,$28.68,1.5,0.4
238550,03/08/2016,2649,DUBUQUE,52001,31.0,Dubuque,1011100.0,BLENDED WHISKIES,297,23828,Five Star,1750,$7.46,$11.19,12,$134.28,21.0,5.55
45889,03/30/2015,2517,NEWTON,50208,50.0,Jasper,1081380.0,MISCELLANEOUS SCHNAPPS,65,82626,Dekuyper Cherry Pucker Schnapps,750,$6.30,$9.45,3,$28.35,2.25,0.59
98955,04/20/2015,2569,CEDAR RAPIDS,52402,57.0,Linn,1022100.0,TEQUILA,55,89566,Monte Alban Mezcal,750,$13.26,$19.89,2,$39.78,1.5,0.4
141478,11/03/2015,4559,OSAGE,50461,66.0,Mitchell,1011300.0,TENNESSEE WHISKIES,85,26824,Jack Daniels Old #7 Black Lbl Square,375,$6.77,$10.16,2,$20.32,0.75,0.2
236559,01/11/2016,5108,BETTENDORF,52722,82.0,Scott,1051010.0,AMERICAN GRAPE BRANDIES,205,52591,E & J Vs Brandy Mini,500,$5.92,$8.88,1,$8.88,0.5,0.13
130501,07/14/2015,3629,COUNCIL BLUFFS,51503,78.0,Pottawattamie,1012100.0,CANADIAN WHISKIES,260,10838,Crown Royal Black,1750,$33.79,$50.69,6,$304.14,10.5,2.77
74728,03/17/2015,4559,OSAGE,50461,66.0,Mitchell,1041150.0,FLAVORED GINS,370,33256,Seagrams Lime Twisted Gin,750,$6.49,$9.74,1,$9.74,0.75,0.2
168254,12/22/2015,3825,DES MOINES,50316,77.0,Polk,1022100.0,TEQUILA,370,87152,Avion Silver,375,$9.99,$14.99,4,$59.96,1.5,0.4
233823,02/23/2015,2647,CEDAR RAPIDS,52411,57.0,Linn,1031080.0,VODKA 80 PROOF,260,37418,Popov Vodka 80 Prf,1750,$8.50,$12.75,12,$153.00,21.0,5.55
159218,07/29/2015,4135,ALTOONA,50009,77.0,Polk,1032200.0,IMPORTED VODKA - MISC,65,34395,Effen Cucumber,750,$13.64,$20.46,4,$81.84,3.0,0.79
591,06/04/2015,3888,GRINNELL,50112,79.0,Poweshiek,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,46350,Hawkeye Light Rum,1750,$7.67,$11.51,12,$138.12,21.0,5.55
140799,11/30/2015,2549,INDIANOLA,50125,91.0,Warren,1012100.0,CANADIAN WHISKIES,300,12668,Canadian Woods Canadian Why,1750,$8.61,$12.92,6,$77.52,10.5,2.77
205919,04/14/2015,5133,ORANGE CITY,51041,84.0,Sioux,1081390.0,IMPORTED SCHNAPPS,421,69715,Dr. McGillicuddy's Peach,750,$8.67,$13.01,4,$52.04,3.0,0.79
171174,09/08/2015,2651,WAVERLY,50677,9.0,Bremer,1081010.0,AMERICAN AMARETTO,434,76487,Paramount Amaretto,1000,$4.05,$6.08,12,$72.96,12.0,3.17
103636,07/06/2015,2517,NEWTON,50208,50.0,Jasper,1032200.0,IMPORTED VODKA - MISC,370,34036,Absolut Pears,750,$8.99,$13.49,2,$26.98,1.5,0.4
83344,07/29/2015,2548,ALTOONA,50009,77.0,Polk,1031080.0,VODKA 80 PROOF,260,37996,Smirnoff Vodka 80 Prf,750,$8.25,$12.38,12,$148.56,9.0,2.38
118008,12/26/2015,2538,WATERLOO,50702,7.0,Black Hawk,1081200.0,CREAM LIQUEURS,305,80487,Tippy Cow Vanilla Soft Serve,750,$10.00,$15.00,6,$90.00,4.5,1.19
38259,02/09/2016,3705,ROCK RAPIDS,51246,60.0,Lyon,1062310.0,SPICED RUM,260,43285,Captain Morgan Original Spiced Rum Pet,750,$9.00,$13.50,12,$162.00,9.0,2.38
40706,09/21/2015,2555,KEOKUK,52632,56.0,Lee,1012300.0,IRISH WHISKIES,65,15739,2 Gingers,750,$11.07,$17.11,12,$205.32,9.0,2.38
192139,05/12/2015,4625,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1081600.0,WHISKEY LIQUEUR,85,86881,Southern Comfort Mini,500,$4.71,$7.07,2,$14.14,1.0,0.26
135517,01/21/2016,2515,MASON CITY,50401,17.0,Cerro Gordo,1022100.0,TEQUILA,395,89197,Jose Cuervo Especial Reposado Tequila,1000,$12.50,$18.75,12,$225.00,12.0,3.17
5729,06/09/2015,2522,SPIRIT LAKE,51360,30.0,Dickinson,1011200.0,STRAIGHT BOURBON WHISKIES,421,16518,Ancient Age Bourbon,1750,$11.80,$17.70,6,$106.20,10.5,2.77
108162,08/25/2015,5166,MARSHALLTOWN,50158,64.0,Marshall,1081600.0,WHISKEY LIQUEUR,421,64865,Fireball Cinnamon Whiskey PET,750,$8.98,$13.47,12,$161.64,9.0,2.38
88520,04/09/2015,2582,MASON CITY,50401,17.0,Cerro Gordo,1051010.0,AMERICAN GRAPE BRANDIES,115,53213,Paul Masson Grande Amber Brandy,200,$1.96,$2.94,4,$11.76,0.8,0.21
139261,10/27/2015,9018,Dubuque,52001,31.0,Dubuque,1062310.0,SPICED RUM,207,46686,Paradise Island Bay Rum,750,$14.30,$21.45,300,$6435.00,225.0,59.44
93080,07/23/2015,4988,CEDAR FALLS,50613,7.0,Black Hawk,1062310.0,SPICED RUM,259,43992,Admiral Nelson Black Patch,1750,$12.46,$18.69,2,$37.38,3.5,0.92
28512,03/25/2015,3417,MARENGO,52301,48.0,Iowa,1012200.0,SCOTCH WHISKIES,55,8825,Lauder's Scotch Traveler,750,$5.13,$7.70,2,$15.40,1.5,0.4
102956,02/04/2016,2593,CARROLL,51401,14.0,Carroll,1081200.0,CREAM LIQUEURS,421,73140,Chila Orchata,750,$8.67,$13.01,12,$156.12,9.0,2.38
84523,03/28/2016,3494,WATERLOO,50702,7.0,Black Hawk,1062310.0,SPICED RUM,260,43338,Captain Morgan Spiced Rum,1750,$18.00,$27.00,72,$1944.00,126.0,33.29
201729,02/29/2016,4024,IOWA FALLS,50126,42.0,Hardin,1031080.0,VODKA 80 PROOF,205,36971,New Amsterdam Vodka,1750,$13.32,$19.98,6,$119.88,10.5,2.77
115291,06/03/2015,3980,IOWA CITY,52246,52.0,Johnson,1062300.0,FLAVORED RUM,370,42718,Malibu Coconut Rum,1750,$16.49,$24.74,6,$148.44,10.5,2.77
91141,02/01/2016,5173,AUDUBON,50025,5.0,Audubon,1081390.0,IMPORTED SCHNAPPS,260,69946,Rumple Minze Peppermint Schnapps Liqueur,750,$13.00,$19.50,2,$39.00,1.5,0.4
59990,02/16/2016,4321,CHARLES CITY,50616,34.0,Floyd,1031080.0,VODKA 80 PROOF,421,36978,Nikolai Vodka,1750,$6.92,$10.38,6,$62.28,10.5,2.77
82580,07/07/2015,3728,COUNCIL BLUFFS,51503,78.0,Pottawattamie,1012100.0,CANADIAN WHISKIES,65,15248,Windsor Canadian Pet,1750,$9.18,$13.77,1,$13.77,1.75,0.46
11357,10/12/2015,4164,BETTENDORF,52722,82.0,Scott,1031200.0,VODKA FLAVORED,260,77880,Smirnoff Sours Watermelon,750,$8.25,$12.38,2,$24.76,1.5,0.4
40458,09/01/2015,2565,SPENCER,51301,21.0,Clay,1081600.0,WHISKEY LIQUEUR,421,64866,Fireball Cinnamon Whiskey,750,$8.98,$13.47,24,$323.28,18.0,4.76
235068,03/31/2016,4648,WATERLOO,50703,7.0,Black Hawk,1031080.0,VODKA 80 PROOF,255,37880,Seagrams Extra Smooth,200,$1.76,$2.64,24,$63.36,4.8,1.27
214933,12/18/2015,3773,CEDAR RAPIDS,52401,57.0,Linn,1062050.0,BARBADOS RUM,389,42507,Mt. Gay Black Barrel,750,$14.99,$22.49,3,$67.47,2.25,0.59
124181,03/23/2016,3573,OTTUMWA,52501,90.0,Wapello,1031080.0,VODKA 80 PROOF,260,37991,Smirnoff Vodka 80 Prf Mini,500,$7.47,$11.21,1,$11.21,0.5,0.13
113204,06/22/2015,2512,IOWA CITY,52240,52.0,Johnson,1011200.0,STRAIGHT BOURBON WHISKIES,65,27680,Jim Beam Kentucky Fire Mini,500,$3.30,$4.95,60,$297.00,30.0,7.93
216330,01/20/2016,2543,OTTUWMA,52501,90.0,Wapello,1031200.0,VODKA FLAVORED,380,41705,Uv Red (cherry) Vodka,1000,$7.50,$11.25,2,$22.50,2.0,0.53
222174,01/13/2015,4255,ORANGE CITY,51041,84.0,Sioux,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,260,66636,Romana Sambuca Italian Liquore,750,$13.00,$19.50,2,$39.00,1.5,0.4
242960,09/29/2015,4823,CRESTON,50801,88.0,Union,1012100.0,CANADIAN WHISKIES,55,12408,Canadian Ltd Whisky,1750,$9.14,$13.71,6,$82.26,10.5,2.77
187181,01/21/2015,4251,AMES,50014,85.0,Story,1041100.0,AMERICAN DRY GINS,205,31473,New Amsterdam Gin,1750,$13.32,$19.98,6,$119.88,10.5,2.77
86383,11/04/2015,2603,BETTENDORF,52722,82.0,Scott,1081380.0,MISCELLANEOUS SCHNAPPS,55,84170,99 Bananas,750,$7.80,$11.70,2,$23.40,1.5,0.4
54099,11/18/2015,2545,IOWA CITY,52245,52.0,Johnson,1081330.0,PEACH SCHNAPPS,65,82840,Dekuyper Peachtree Schnapps Traveler,750,$6.30,$9.45,4,$37.80,3.0,0.79
245082,02/25/2015,2621,SIOUX CITY,51105,97.0,Woodbury,1012100.0,CANADIAN WHISKIES,65,15296,Windsor Canadian Traveler,750,$4.20,$6.30,24,$151.20,18.0,4.76
113339,01/19/2016,4559,OSAGE,50461,66.0,Mitchell,1012100.0,CANADIAN WHISKIES,260,10807,Crown Royal Regal Apple,750,$15.00,$22.50,2,$45.00,1.5,0.4
15618,08/11/2015,4765,DUBUQUE,52001,31.0,Dubuque,1052010.0,IMPORTED GRAPE BRANDIES,420,48106,Hennessy Vs Cognac,750,$18.99,$28.49,3,$85.47,2.25,0.59
78376,05/12/2015,4209,GRIMES,50111,77.0,Polk,1081200.0,CREAM LIQUEURS,260,68022,Bailey's Salted Caramel,750,$13.25,$19.88,12,$238.56,9.0,2.38
124105,12/03/2015,2248,DES MOINES,50312,77.0,Polk,1101100.0,AMERICAN ALCOHOL,434,41846,Everclear Alcohol,750,$9.00,$13.50,3,$40.50,2.25,0.59
252981,02/17/2015,4319,HUMBOLDT,50548,46.0,Humboldt,1062310.0,SPICED RUM,259,43026,Admiral Nelson Spiced Rum,750,$5.78,$8.67,12,$104.04,9.0,2.38
98665,07/07/2015,4277,LE MARS,51031,75.0,Plymouth,1031200.0,VODKA FLAVORED,380,41694,Uv Blue (raspberry) Vodka,1000,$7.50,$11.25,24,$270.00,24.0,6.34
255677,12/28/2015,2553,CRESTON,50801,88.0,Union,1041100.0,AMERICAN DRY GINS,434,31656,Paramount Gin,750,$3.40,$5.10,12,$61.20,9.0,2.38
4024,06/09/2015,2651,WAVERLY,50677,9.0,Bremer,1062100.0,JAMAICA RUM,260,42166,Myers's Rum Original Dark,750,$10.00,$15.00,2,$30.00,1.5,0.4
61934,01/14/2016,3993,WATERLOO,50701,7.0,Black Hawk,1011100.0,BLENDED WHISKIES,65,24454,Kessler Blend Whiskey,375,$3.15,$4.73,6,$28.38,2.25,0.59
262034,05/19/2015,2649,DUBUQUE,52001,31.0,Dubuque,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,305,77570,Travis Hasse Apple Pie Liqueur,750,$7.94,$11.91,2,$23.82,1.5,0.4
143909,12/29/2015,3726,OTTUMWA,52501,90.0,Wapello,1042100.0,IMPORTED DRY GINS,260,28866,Tanqueray Gin,750,$12.50,$18.75,24,$450.00,18.0,4.76
22406,01/06/2016,4129,AMES,50010,85.0,Story,1062300.0,FLAVORED RUM,370,42703,Malibu Pineapple Rum,750,$7.49,$11.24,2,$22.48,1.5,0.4
